Prefix	fqFile	ReferenceFile	numTimesRebuildCon	MajorityConsensus	RaconUsed	MedakaUsed	MedakaModel	referenceLength	Consensus	Reference	readLength	AlignedReadLength	SNPs	Insertions	Deletions	ReadsInCluster	DetectedReferences	DectableReferences	TotalReferences	elapsedTime	userTime	kernalTime	maxResidentMemory	cpuPercentage	primers	maxReadLength	minPercReadsToKeepClust
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--B.fastq	ASURE-ref.fasta	2	TRUE	TRUE	TRUE	r941_min_high_g303	658	ASHURE-full-20230314-trim--ASURE--All--B--clust--clust-2--con.fasta	HAP19	654	654	0	0	4	4306	26	38	50	3896.61	4181.82	567.76	406568	121%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--B.fastq	ASURE-ref.fasta	2	TRUE	TRUE	TRUE	r941_min_high_g303	658	ASHURE-full-20230314-trim--ASURE--All--B--clust--clust-31--con.fasta	HAP07	661	661	1	3	0	764	26	38	50	3896.61	4181.82	567.76	406568	121%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--B.fastq	ASURE-ref.fasta	2	TRUE	TRUE	TRUE	r941_min_high_g303	658	NA	NA	NA	NA	NA	NA	NA	933	26	38	50	3896.61	4181.82	567.76	406568	121%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--B.fastq	ASURE-ref.fasta	2	TRUE	TRUE	TRUE	r941_min_high_g303	658	ASHURE-full-20230314-trim--ASURE--All--B--clust--clust-3--con.fasta	HAP45	654	654	1	1	2	9226	26	38	50	3896.61	4181.82	567.76	406568	121%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--B.fastq	ASURE-ref.fasta	2	TRUE	TRUE	TRUE	r941_min_high_g303	658	ASHURE-full-20230314-trim--ASURE--All--B--clust--clust-4--con.fasta	HAP28	659	659	2	2	1	846	26	38	50	3896.61	4181.82	567.76	406568	121%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--B.fastq	ASURE-ref.fasta	2	TRUE	TRUE	TRUE	r941_min_high_g303	658	ASHURE-full-20230314-trim--ASURE--All--B--clust--clust-5--con.fasta	HAP09	660	660	2	3	1	992	26	38	50	3896.61	4181.82	567.76	406568	121%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--B.fastq	ASURE-ref.fasta	2	TRUE	TRUE	TRUE	r941_min_high_g303	658	ASHURE-full-20230314-trim--ASURE--All--B--clust--clust-6--con.fasta	HAP62	665	665	4	8	1	10895	26	38	50	3896.61	4181.82	567.76	406568	121%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--B.fastq	ASURE-ref.fasta	2	TRUE	TRUE	TRUE	r941_min_high_g303	658	ASHURE-full-20230314-trim--ASURE--All--B--clust--clust-7--con.fasta	HAP39	658	658	4	3	0	56574	26	38	50	3896.61	4181.82	567.76	406568	121%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--B.fastq	ASURE-ref.fasta	2	TRUE	TRUE	TRUE	r941_min_high_g303	654	ASHURE-full-20230314-trim--ASURE--All--B--clust--clust-8--con.fasta	HAP44	655	655	3	4	3	20365	26	38	50	3896.61	4181.82	567.76	406568	121%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--B.fastq	ASURE-ref.fasta	2	TRUE	TRUE	TRUE	r941_min_high_g303	658	ASHURE-full-20230314-trim--ASURE--All--B--clust--clust-9--con.fasta	HAP10	654	654	1	2	0	9288	26	38	50	3896.61	4181.82	567.76	406568	121%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	TRUE	FALSE	NA	658	SRR11595189.3880	HAP11	649	649	7	4	13	1497	24	38	50	1183.71	2237.87	140.27	371344	200%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	TRUE	FALSE	NA	658	SRR11595208.2605	HAP10	655	655	4	4	1	9212	24	38	50	1183.71	2237.87	140.27	371344	200%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	TRUE	FALSE	NA	654	SRR11595271.2048	HAP35	655	655	3	8	7	6506	24	38	50	1183.71	2237.87	140.27	371344	200%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	TRUE	FALSE	NA	658	SRR11595188.3215	HAP12	654	654	2	2	3	7887	24	38	50	1183.71	2237.87	140.27	371344	200%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	TRUE	FALSE	NA	653	SRR11594754.2866	HAP41	660	660	4	12	5	14076	24	38	50	1183.71	2237.87	140.27	371344	200%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	TRUE	FALSE	NA	658	SRR11594730.1587	HAP04	661	661	2	4	1	10808	24	38	50	1183.71	2237.87	140.27	371344	200%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	TRUE	FALSE	NA	658	SRR11595206.2824	HAP36	656	656	4	7	7	6944	24	38	50	1183.71	2237.87	140.27	371344	200%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	TRUE	FALSE	NA	658	SRR11594720.135	HAP60	656	656	1	3	4	10746	24	38	50	1183.71	2237.87	140.27	371344	200%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	TRUE	FALSE	NA	658	SRR11594752.360	HAP55	660	660	18	8	6	8934	24	38	50	1183.71	2237.87	140.27	371344	200%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	TRUE	FALSE	NA	658	SRR11594752.360	HAP55	660	660	7	9	7	4551	24	38	50	1183.71	2237.87	140.27	371344	200%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	TRUE	FALSE	NA	658	SRR11594735.667	HAP17	646	646	2	7	7	18477	24	38	50	1183.71	2237.87	140.27	371344	200%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	TRUE	FALSE	NA	658	SRR11594768.1512	HAP16	652	652	7	5	8	2362	24	38	50	1183.71	2237.87	140.27	371344	200%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	TRUE	FALSE	NA	658	SRR11595185.1731	HAP38	657	657	6	6	7	5362	24	38	50	1183.71	2237.87	140.27	371344	200%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	TRUE	FALSE	NA	658	SRR11595200.2781	HAP24	658	658	3	1	1	4085	24	38	50	1183.71	2237.87	140.27	371344	200%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	TRUE	FALSE	NA	655	SRR11595180.2542	HAP23	641	641	3	0	4	3870	24	38	50	1183.71	2237.87	140.27	371344	200%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	TRUE	FALSE	NA	658	SRR11594708.1708	HAP13	657	657	5	7	8	12076	24	38	50	1183.71	2237.87	140.27	371344	200%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	TRUE	FALSE	NA	655	SRR11594710.736	HAP30	649	649	5	5	7	841	24	38	50	1183.71	2237.87	140.27	371344	200%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	TRUE	FALSE	NA	658	SRR11594704.2517	HAP58	657	657	2	1	0	1687	24	38	50	1183.71	2237.87	140.27	371344	200%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	TRUE	FALSE	NA	658	SRR11595179.140	HAP19	653	653	0	2	7	4314	24	38	50	1183.71	2237.87	140.27	371344	200%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	TRUE	FALSE	NA	658	SRR11594711.2866	HAP45	655	655	5	6	6	9026	24	38	50	1183.71	2237.87	140.27	371344	200%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	TRUE	FALSE	NA	658	SRR11595195.343	HAP28	657	657	3	3	4	844	24	38	50	1183.71	2237.87	140.27	371344	200%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	TRUE	FALSE	NA	658	SRR11594781.471	HAP09	661	661	7	11	8	967	24	38	50	1183.71	2237.87	140.27	371344	200%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	TRUE	FALSE	NA	658	SRR11595186.1940	HAP62	666	666	10	15	7	8965	24	38	50	1183.71	2237.87	140.27	371344	200%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	TRUE	FALSE	NA	658	SRR11595186.1940	HAP62	659	659	5	4	3	1963	24	38	50	1183.71	2237.87	140.27	371344	200%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	TRUE	FALSE	NA	658	SRR11594796.227	HAP39	662	662	5	14	7	56287	24	38	50	1183.71	2237.87	140.27	371344	200%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	TRUE	FALSE	NA	654	SRR11594804.488	HAP44	651	651	4	4	7	20152	24	38	50	1183.71	2237.87	140.27	371344	200%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	658	SRR11595189.3880	HAP11	655	654	1	3	7	1529	26	38	50	3580.96	3784.84	540.94	405600	120%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	654	SRR11595271.2048	HAP35	658	658	1	5	1	6555	26	38	50	3580.96	3784.84	540.94	405600	120%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	658	SRR11595188.3215	HAP12	655	655	0	1	1	7912	26	38	50	3580.96	3784.84	540.94	405600	120%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	653	SRR11594754.2866	HAP41	655	655	2	2	0	14281	26	38	50	3580.96	3784.84	540.94	405600	120%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	658	SRR11594730.1587	HAP04	661	661	0	3	0	10865	26	38	50	3580.96	3784.84	540.94	405600	120%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	658	SRR11595206.2824	HAP36	656	656	5	2	2	6995	26	38	50	3580.96	3784.84	540.94	405600	120%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	658	SRR11594720.135	HAP60	661	660	1	3	0	10749	26	38	50	3580.96	3784.84	540.94	405600	120%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	658	SRR11594752.360	HAP55	662	662	0	8	4	13714	26	38	50	3580.96	3784.84	540.94	405600	120%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	658	SRR11594768.1512	HAP16	656	656	0	2	1	2435	26	38	50	3580.96	3784.84	540.94	405600	120%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	658	SRR11595185.1731	HAP38	659	659	0	1	0	5424	26	38	50	3580.96	3784.84	540.94	405600	120%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	658	SRR11594735.667	HAP17	648	648	0	2	0	18517	26	38	50	3580.96	3784.84	540.94	405600	120%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	658	SRR11595200.2781	HAP24	658	658	1	1	1	4099	26	38	50	3580.96	3784.84	540.94	405600	120%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	655	SRR11595180.2542	HAP23	647	646	1	1	0	3890	26	38	50	3580.96	3784.84	540.94	405600	120%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	658	SRR11594708.1708	HAP13	662	662	2	4	0	12250	26	38	50	3580.96	3784.84	540.94	405600	120%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	655	SRR11594710.736	HAP30	647	647	0	0	4	851	26	38	50	3580.96	3784.84	540.94	405600	120%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	658	SRR11594704.2517	HAP58	658	658	0	2	0	1691	26	38	50	3580.96	3784.84	540.94	405600	120%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	658	SRR11595265.3217	HAP08	652	652	0	0	3	744	26	38	50	3580.96	3784.84	540.94	405600	120%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	658	SRR11595179.140	HAP19	657	657	1	0	1	4316	26	38	50	3580.96	3784.84	540.94	405600	120%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	658	SRR11595194.3325	HAP07	661	661	0	3	0	764	26	38	50	3580.96	3784.84	540.94	405600	120%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	658	NA	NA	NA	NA	NA	NA	NA	952	26	38	50	3580.96	3784.84	540.94	405600	120%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	658	SRR11594711.2866	HAP45	654	654	0	1	2	9232	26	38	50	3580.96	3784.84	540.94	405600	120%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	658	SRR11595195.343	HAP28	660	659	3	2	1	843	26	38	50	3580.96	3784.84	540.94	405600	120%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	658	SRR11594781.471	HAP09	662	661	1	3	0	992	26	38	50	3580.96	3784.84	540.94	405600	120%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	658	SRR11595186.1940	HAP62	660	660	0	2	0	11008	26	38	50	3580.96	3784.84	540.94	405600	120%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	658	SRR11594796.227	HAP39	660	660	2	5	0	56870	26	38	50	3580.96	3784.84	540.94	405600	120%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	654	SRR11594804.488	HAP44	657	657	1	5	2	20328	26	38	50	3580.96	3784.84	540.94	405600	120%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASHURE-full-20230314-trim--ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	658	SRR11595208.2605	HAP10	653	652	3	0	0	9273	26	38	50	3580.96	3784.84	540.94	405600	120%	byActualRef	750	0.003
ASHURE-full-20230314-trim	ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	658	SRR11595187.3221--D1_19-8	HAP24	727	659	0	1	0	10036	26	38	50	8263.54	9883.57	1283.44	1160528	135%	ASURE-pipeline--primers.fasta	750	0.003
ASHURE-full-20230314-trim	ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	658	SRR11594733.2412--D1_19-1	HAP58	706	572	0	1	6	3793	26	38	50	8263.54	9883.57	1283.44	1160528	135%	ASURE-pipeline--primers.fasta	750	0.003
ASHURE-full-20230314-trim	ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	658	SRR11595201.1141--D1_19-1	HAP38	671	659	0	1	0	12582	26	38	50	8263.54	9883.57	1283.44	1160528	135%	ASURE-pipeline--primers.fasta	750	0.003
ASHURE-full-20230314-trim	ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	658	SRR11595194.2688--D1_19-5	HAP04	728	659	0	1	0	24563	26	38	50	8263.54	9883.57	1283.44	1160528	135%	ASURE-pipeline--primers.fasta	750	0.003
ASHURE-full-20230314-trim	ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	653	SRR11594798.1652--D1_19-0	HAP41	750	654	2	1	0	33921	26	38	50	8263.54	9883.57	1283.44	1160528	135%	ASURE-pipeline--primers.fasta	750	0.003
ASHURE-full-20230314-trim	ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	655	SRR11594782.3088--D1_19-2	HAP30	721	652	0	0	3	1953	26	38	50	8263.54	9883.57	1283.44	1160528	135%	ASURE-pipeline--primers.fasta	750	0.003
ASHURE-full-20230314-trim	ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	655	NA	NA	NA	NA	NA	NA	NA	2881	26	38	50	8263.54	9883.57	1283.44	1160528	135%	ASURE-pipeline--primers.fasta	750	0.003
ASHURE-full-20230314-trim	ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	658	SRR11594783.891--D1_19-1	HAP45	726	661	0	4	1	20685	26	38	50	8263.54	9883.57	1283.44	1160528	135%	ASURE-pipeline--primers.fasta	750	0.003
ASHURE-full-20230314-trim	ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	658	SRR11595195.343--D1_19-3	HAP28	675	658	2	1	1	1811	26	38	50	8263.54	9883.57	1283.44	1160528	135%	ASURE-pipeline--primers.fasta	750	0.003
ASHURE-full-20230314-trim	ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	655	SRR11595271.445--D1_19-4	HAP23	669	655	0	1	1	10079	26	38	50	8263.54	9883.57	1283.44	1160528	135%	ASURE-pipeline--primers.fasta	750	0.003
ASHURE-full-20230314-trim	ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	654	SRR11595265.291--D1_19-4	HAP35	661	595	0	1	0	17519	26	38	50	8263.54	9883.57	1283.44	1160528	135%	ASURE-pipeline--primers.fasta	750	0.003
ASHURE-full-20230314-trim	ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	658	SRR11595179.2484--D1_19-10	HAP62	694	658	0	0	0	25542	26	38	50	8263.54	9883.57	1283.44	1160528	135%	ASURE-pipeline--primers.fasta	750	0.003
ASHURE-full-20230314-trim	ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	658	SRR11594763.905--D1_19-1	HAP60	723	658	0	0	0	24164	26	38	50	8263.54	9883.57	1283.44	1160528	135%	ASURE-pipeline--primers.fasta	750	0.003
ASHURE-full-20230314-trim	ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	658	SRR11595187.3866--D1_19-2	HAP11	716	655	0	1	4	3434	26	38	50	8263.54	9883.57	1283.44	1160528	135%	ASURE-pipeline--primers.fasta	750	0.003
ASHURE-full-20230314-trim	ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	658	SRR11594689.1798--D1_19-0	HAP13	722	627	3	2	1	27402	26	38	50	8263.54	9883.57	1283.44	1160528	135%	ASURE-pipeline--primers.fasta	750	0.003
ASHURE-full-20230314-trim	ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	658	SRR11594757.3178--D1_19-7	HAP09	773	648	0	1	0	2064	26	38	50	8263.54	9883.57	1283.44	1160528	135%	ASURE-pipeline--primers.fasta	750	0.003
ASHURE-full-20230314-trim	ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	658	SRR11594719.527--D1_19-3	HAP55	723	656	0	1	3	29373	26	38	50	8263.54	9883.57	1283.44	1160528	135%	ASURE-pipeline--primers.fasta	750	0.003
ASHURE-full-20230314-trim	ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	658	SRR11594793.2519--D1_19-1	HAP12	726	658	0	0	0	15909	26	38	50	8263.54	9883.57	1283.44	1160528	135%	ASURE-pipeline--primers.fasta	750	0.003
ASHURE-full-20230314-trim	ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	658	SRR11594756.2516--D1_19-1	HAP17	728	658	0	0	0	32184	26	38	50	8263.54	9883.57	1283.44	1160528	135%	ASURE-pipeline--primers.fasta	750	0.003
ASHURE-full-20230314-trim	ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	658	SRR11595197.1064--D1_19-4	HAP08	723	658	0	1	1	1825	26	38	50	8263.54	9883.57	1283.44	1160528	135%	ASURE-pipeline--primers.fasta	750	0.003
ASHURE-full-20230314-trim	ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	658	SRR11594699.106--D1_19-3	HAP16	725	658	0	1	1	5353	26	38	50	8263.54	9883.57	1283.44	1160528	135%	ASURE-pipeline--primers.fasta	750	0.003
ASHURE-full-20230314-trim	ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	658	SRR11595192.1578--D1_19-0	HAP07	723	627	0	1	0	1895	26	38	50	8263.54	9883.57	1283.44	1160528	135%	ASURE-pipeline--primers.fasta	750	0.003
ASHURE-full-20230314-trim	ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	654	SRR11595196.3550--D1_19-0	HAP44	721	444	1	3	2	46579	26	38	50	8263.54	9883.57	1283.44	1160528	135%	ASURE-pipeline--primers.fasta	750	0.003
ASHURE-full-20230314-trim	ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	658	SRR11594768.31--D1_19-2	HAP39	743	658	2	0	0	123896	26	38	50	8263.54	9883.57	1283.44	1160528	135%	ASURE-pipeline--primers.fasta	750	0.003
ASHURE-full-20230314-trim	ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	658	SRR11595205.2821--D1_19-7	HAP10	691	645	0	0	0	22828	26	38	50	8263.54	9883.57	1283.44	1160528	135%	ASURE-pipeline--primers.fasta	750	0.003
ASHURE-full-20230314-trim	ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	658	NA	NA	NA	NA	NA	NA	NA	10185	26	38	50	8263.54	9883.57	1283.44	1160528	135%	ASURE-pipeline--primers.fasta	750	0.003
ASHURE-full-20230314-trim	ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	658	SRR11594688.2291--D1_19-1	HAP19	762	658	2	1	0	9382	26	38	50	8263.54	9883.57	1283.44	1160528	135%	ASURE-pipeline--primers.fasta	750	0.003
ASHURE-full-20230314-trim	ASURE--All--B.fastq	ASURE-ref.fasta	2	FALSE	FALSE	TRUE	r941_min_high_g303	658	SRR11595201.706--D1_19-0	HAP36	772	658	0	2	2	17582	26	38	50	8263.54	9883.57	1283.44	1160528	135%	ASURE-pipeline--primers.fasta	750	0.003
